   0.0000000e+00  -2.9898000e-01
   1.7357524e-04  -2.9926000e-01
   1.1979137e-02  -2.9891000e-01
   8.6574582e-03  -3.0003000e-01
   3.1956006e-02  -3.0094000e-01
   5.5428245e-02  -3.0003000e-01
   7.9259276e-02  -3.0045000e-01
   1.0218751e-01  -3.0010000e-01
   1.0706019e-01  -2.9918000e-01
   1.1320598e-01  -2.9975000e-01
   1.1952547e-01  -2.9905000e-01
   1.2530095e-01  -2.9870000e-01
   1.3162033e-01  -2.9884000e-01
   1.3758102e-01  -3.0038000e-01
   1.4354161e-01  -2.9912000e-01
   1.4967588e-01  -2.9884000e-01
   1.5581015e-01  -2.9880000e-01
   1.6177085e-01  -2.9814000e-01
   1.6791665e-01  -2.9968000e-01
   1.7386570e-01  -2.9973000e-01
   1.7946761e-01  -2.9933000e-01
   1.8560188e-01  -2.9933000e-01
   1.9120367e-01  -3.0045000e-01
   1.9716437e-01  -2.9982000e-01
   2.0329864e-01  -2.9982000e-01
   2.0944444e-01  -2.9954000e-01
   2.1539349e-01  -2.9947000e-01
   2.2099540e-01  -3.0010000e-01
   2.2731477e-01  -2.9961000e-01
   2.3790507e-01  -2.9989000e-01
   2.3995375e-01  -3.0017000e-01
   2.5468750e-01  -2.9870000e-01
   2.5168981e-01  -3.0024000e-01
   2.5746529e-01  -2.9905000e-01
   2.6306708e-01  -2.9933000e-01
   2.7748838e-01  -2.9912000e-01
   2.7497683e-01  -2.9947000e-01
   2.8112263e-01  -3.0017000e-01
   2.8708333e-01  -2.9937000e-01
   2.9321760e-01  -2.9968000e-01
   2.9917818e-01  -3.0003000e-01
   3.0531245e-01  -2.9842000e-01
   3.1127315e-01  -3.0004000e-01
   3.1687494e-01  -2.9989000e-01
   3.2300921e-01  -2.9898000e-01
   3.2951392e-01  -2.9954000e-01
   3.3564819e-01  -2.9925000e-01
   3.4196756e-01  -2.9884000e-01
   3.4774304e-01  -2.9940000e-01
   3.5298616e-01  -3.0010000e-01
   3.5876152e-01  -2.9891000e-01
   3.6489579e-01  -2.9961000e-01
   3.7085649e-01  -2.9884000e-01
   3.7717586e-01  -2.9968000e-01
   3.8313656e-01  -2.9961000e-01
   3.8891204e-01  -2.9884000e-01
   3.9866893e-01  -2.9961000e-01
   4.0119211e-01  -2.9912000e-01
   4.1232642e-01  -2.9933000e-01
   4.1347218e-01  -2.9891000e-01
   4.1834486e-01  -2.9912000e-01
   4.2447913e-01  -2.9961000e-01
   4.3697911e-01  -2.9877000e-01
   4.3694442e-01  -2.9918000e-01
   4.4271990e-01  -2.9937000e-01
   4.4831017e-01  -2.9877000e-01
   4.5445596e-01  -2.9940000e-01
   4.6041666e-01  -2.9940000e-01
   4.6709494e-01  -2.9968000e-01
   4.7268521e-01  -2.9912000e-01
   4.7864579e-01  -2.9905000e-01
   4.8479170e-01  -2.9975000e-01
   4.9074076e-01  -2.9935000e-01
   4.9634255e-01  -2.9996000e-01
   5.0247682e-01  -2.9891000e-01
   5.0843752e-01  -2.9926000e-01
   5.1403930e-01  -2.9905000e-01
   5.2000000e-01  -2.9919000e-01
   5.2667828e-01  -2.9968000e-01
   5.3209485e-01  -3.0014000e-01
   5.3822913e-01  -2.9884000e-01
   5.4490741e-01  -2.9975000e-01
   5.5086811e-01  -2.9926000e-01
   5.5701390e-01  -2.9954000e-01
   5.6296296e-01  -2.9919000e-01
   5.6820596e-01  -2.9893000e-01
   5.7416665e-01  -2.9961000e-01
   5.8315974e-01  -2.9925000e-01
   5.8626162e-01  -2.9947000e-01
   5.9461803e-01  -2.9954000e-01
   5.9835648e-01  -2.9919000e-01
   6.1313657e-01  -2.9891000e-01
   6.1045133e-01  -2.9968000e-01
   6.2633096e-01  -2.9926000e-01
   6.2237273e-01  -2.9989000e-01
   6.2833331e-01  -2.9933000e-01
   6.3501159e-01  -2.9919000e-01
   6.4078707e-01  -2.9975000e-01
   6.4692134e-01  -2.9961000e-01
   6.5180555e-01  -2.9954000e-01
   6.5848383e-01  -2.9947000e-01
   6.6407409e-01  -2.9989000e-01
   6.7021989e-01  -2.9870000e-01
   6.7618059e-01  -3.0017000e-01
   6.8212964e-01  -2.9968000e-01
   6.8827544e-01  -3.0010000e-01
   6.9440971e-01  -2.9898000e-01
   7.0037041e-01  -2.9937000e-01
   7.0650468e-01  -2.9919000e-01
   7.1265048e-01  -2.9982000e-01
   7.1861106e-01  -2.9931000e-01
   7.2365743e-01  -3.0017000e-01
   7.2961801e-01  -2.9870000e-01
   7.3576393e-01  -3.0052000e-01
   7.4189820e-01  -2.9976000e-01
   7.4785878e-01  -2.9904000e-01
   7.5399305e-01  -2.9891000e-01
   7.6013885e-01  -2.9933000e-01
   7.7077548e-01  -2.9863000e-01
   7.7223382e-01  -3.0031000e-01
   7.8767363e-01  -2.9898000e-01
   7.8432867e-01  -3.0024000e-01
   7.8993058e-01  -2.9981000e-01
   7.9587963e-01  -2.9912000e-01
   8.0166664e-01  -2.9944000e-01
   8.0798613e-01  -2.9912000e-01
   8.1357639e-01  -2.9961000e-01
   8.1953697e-01  -2.9996000e-01
   8.2567125e-01  -2.9933000e-01
   8.3181716e-01  -2.9996000e-01
   8.3759264e-01  -2.9898000e-01
   8.4355322e-01  -2.9849000e-01
   8.5004629e-01  -2.9856000e-01
   8.5619208e-01  -2.9933000e-01
   8.6215278e-01  -2.9954000e-01
   8.6828705e-01  -3.0059000e-01
   8.7442133e-01  -2.9933000e-01
   8.8002312e-01  -2.9976000e-01
   8.8543980e-01  -2.9940000e-01
   8.9157408e-01  -2.9954000e-01
   8.9753477e-01  -2.9744000e-01
   9.0368057e-01  -2.9968000e-01
   9.0962963e-01  -2.9764000e-01
   9.1577542e-01  -3.0031000e-01
   9.2173612e-01  -2.9884000e-01
   9.2732639e-01  -2.9926000e-01
   9.3400467e-01  -2.9854000e-01
   9.4346062e-01   1.7500000e+02
   9.4574073e-01   1.7500000e+02
   9.5224532e-01   0.0000000e+00
   9.5784722e-01   0.0000000e+00
   9.6398150e-01   0.0000000e+00
   9.6958329e-01   0.0000000e+00
   9.7535877e-01   0.0000000e+00
   9.8149304e-01   0.0000000e+00
   9.8745374e-01   0.0000000e+00
   9.9358801e-01   0.0000000e+00
   9.9937501e-01   0.0000000e+00
   1.0051505e+00   0.0000000e+00
   1.0118287e+00   0.0000000e+00
   1.0179746e+00   0.0000000e+00
   1.0239236e+00   0.0000000e+00
   1.0289815e+00   0.0000000e+00
   1.0351273e+00   0.0000000e+00
   1.0410764e+00   0.0000000e+00
   1.0472222e+00   0.0000000e+00
   1.0531829e+00   0.0000000e+00
   1.0593171e+00   0.0000000e+00
   1.0647338e+00   0.0000000e+00
   1.0714120e+00   0.0000000e+00
   1.0775579e+00   0.0000000e+00
   1.0835070e+00   1.3413150e+01
   1.0907986e+00   1.7500000e+02
   1.0959723e+00   1.7500000e+02
   1.1012037e+00   3.9522600e+01
   1.1069792e+00   0.0000000e+00
   1.1127662e+00   0.0000000e+00
   1.1189005e+00   0.0000000e+00
   1.1310764e+00   0.0000000e+00
   1.1309953e+00   0.0000000e+00
   1.1442709e+00   0.0000000e+00
   1.1429166e+00   0.0000000e+00
   1.1486921e+00   0.0000000e+00
   1.1551968e+00   0.0000000e+00
   1.1611459e+00   0.0000000e+00
   1.1674652e+00   0.0000000e+00
   1.1734259e+00   0.0000000e+00
   1.1786689e+00   0.0000000e+00
   1.1846181e+00   0.0000000e+00
   1.1905787e+00   0.0000000e+00
   1.1965394e+00   0.0000000e+00
   1.2026737e+00   0.0000000e+00
   1.2088194e+00   0.0000000e+00
   1.2149537e+00   0.0000000e+00
   1.2209143e+00   0.0000000e+00
   1.2270486e+00   0.0000000e+00
   1.2328357e+00   0.0000000e+00
   1.2386111e+00   0.0000000e+00
   1.2454746e+00   0.0000000e+00
   1.2512500e+00   0.0000000e+00
   1.2573842e+00   0.0000000e+00
   1.2725116e+00   0.0000000e+00
   1.2694792e+00   0.0000000e+00
   1.2828124e+00   0.0000000e+00
   1.2817592e+00   0.0000000e+00
   1.2905671e+00   0.0000000e+00
   1.2927778e+00   0.0000000e+00
   1.3056134e+00   0.0000000e+00
   1.3048727e+00   0.0000000e+00
   1.3188078e+00   0.0000000e+00
   1.3169675e+00   0.0000000e+00
   1.3229282e+00   0.0000000e+00
   1.3290625e+00   0.0000000e+00
   1.3352083e+00   0.0000000e+00
   1.3402662e+00   0.0000000e+00
   1.3467593e+00   0.0000000e+00
   1.3521760e+00   0.0000000e+00
   1.3583218e+00   0.0000000e+00
   1.3644560e+00   0.0000000e+00
   1.3705903e+00   0.0000000e+00
   1.3765509e+00   0.0000000e+00
   1.3826968e+00   0.0000000e+00
   1.3890162e+00   0.0000000e+00
   1.3944329e+00   0.0000000e+00
   1.4003819e+00   0.0000000e+00
   1.4065278e+00   0.0000000e+00
   1.4124884e+00   0.0000000e+00
   1.4186227e+00   0.0000000e+00
   1.4240394e+00   0.0000000e+00
   1.4303587e+00   0.0000000e+00
   1.4361342e+00   0.0000000e+00
   1.4422801e+00   0.0000000e+00
   1.4478704e+00   0.0000000e+00
   1.4545486e+00   0.0000000e+00
   1.4599652e+00   0.0000000e+00
   1.4661112e+00   0.0000000e+00
   1.4817708e+00   5.0490000e+00
   1.4787500e+00   4.1690600e+00
   1.4843403e+00   4.1710200e+00
   1.4897570e+00   3.8758200e+00
   1.4959028e+00   2.0485410e+01
   1.5018635e+00   3.3429760e+01
   1.5079976e+00   1.7500000e+02
   1.5139583e+00   1.7500000e+02
   1.5197338e+00   1.7500000e+02
   1.5262384e+00   1.7500000e+02
   1.5321875e+00   1.7500000e+02
   1.5383334e+00   1.7500000e+02
   1.5433911e+00   1.7500000e+02
   1.5493403e+00   1.7500000e+02
   1.5554861e+00   1.7500000e+02
   1.5737152e+00   1.7500000e+02
   1.5796759e+00   1.7500000e+02
   1.5858217e+00   1.7500000e+02
   1.5915972e+00   1.7500000e+02
   1.6634606e+00   1.7500000e+02
   1.6874652e+00   1.4828032e+02
   1.7057060e+00   1.0726832e+02
   1.7176273e+00   1.0630984e+02
   1.7237616e+00   1.0414047e+02
   1.7297223e+00   1.0602956e+02
   1.7358565e+00   1.1148364e+02
   1.7418171e+00   9.7898740e+01
   1.7468750e+00   1.0741552e+02
   1.7530093e+00   9.9269370e+01
   1.7589699e+00   1.0092975e+02
   1.7651041e+00   1.0859424e+02
   1.7708912e+00   1.1090300e+02
   1.7772106e+00   1.0821760e+02
   1.7833449e+00   1.1082339e+02
   1.7894792e+00   1.0734016e+02
   1.7954399e+00   1.0601778e+02
   1.8015857e+00   1.1236225e+02
   1.8102430e+00   1.0107465e+02
   1.8125926e+00   1.1108920e+02
   1.8187384e+00   1.0651368e+02
   1.8246875e+00   1.1140821e+02
   1.8348958e+00   1.1069074e+02
   1.8367940e+00   1.1092960e+02
   1.8550231e+00   1.1191260e+02
   1.8792246e+00   1.1103600e+02
   1.9209259e+00   1.0869840e+02
   1.9263426e+00   1.1050074e+02
   2.0057291e+00   1.5722100e+02
   2.0260995e+00   1.6026408e+02
   2.0227662e+00   1.5274738e+02
   2.0283564e+00   1.5442080e+02
   2.0348611e+00   1.5887295e+02
   2.0404514e+00   1.5290844e+02
   2.0469560e+00   1.5362632e+02
   2.0758449e+00   1.5139749e+02
   2.0823495e+00   1.5322284e+02
   2.0940857e+00   1.5671940e+02
   2.1065393e+00   1.4986698e+02
   2.1126736e+00   1.5292940e+02
   2.1186343e+00   1.5404480e+02
   2.1242361e+00   1.5302896e+02
   2.1296528e+00   9.2417850e+01
   2.1357870e+00   1.1629560e+02
   2.1536690e+00   1.1492192e+02
   2.1599884e+00   1.1026496e+02
   2.1752893e+00   1.1615630e+02
   2.1720834e+00   1.1376690e+02
   2.1837384e+00   1.2245694e+02
   2.1830903e+00   1.2210917e+02
   2.1890509e+00   1.1366580e+02
   2.1953704e+00   1.2351600e+02
   2.2065394e+00   1.1690800e+02
   2.2074652e+00   1.0736585e+02
   2.2233217e+00   1.1862045e+02
   2.2195717e+00   1.2079692e+02
   2.2251620e+00   1.2386709e+02
   2.2316667e+00   1.2916108e+02
   2.2372570e+00   1.0917337e+02
   2.2426737e+00   1.2593232e+02
   2.2549537e+00   1.1908035e+02
   2.2609143e+00   1.0866590e+02
   2.2670486e+00   1.1264330e+02
   2.2789699e+00   1.3136400e+02
   2.2852893e+00   1.0556001e+02
   2.2912500e+00   1.2251820e+02
   2.2970254e+00   1.2197658e+02
   2.4320023e+00   1.1340076e+02
   2.4338888e+00   1.1369952e+02
   2.4519444e+00   1.0697082e+02
   2.5288657e+00   9.7477900e+01
   2.5342824e+00   1.1145683e+02
   2.5404167e+00   1.1612844e+02
   2.5465509e+00   1.1707848e+02
   2.5526967e+00   1.0813620e+02
   2.5584722e+00   1.0596696e+02
   2.5763426e+00   1.2158469e+02
   2.5824885e+00   1.0448230e+02
   2.5884490e+00   1.0217200e+02
   2.6005440e+00   1.0886392e+02
   2.6070023e+00   1.0112621e+02
   2.6117361e+00   1.0676586e+02
   2.6266782e+00   9.6847720e+01
   2.6236573e+00   9.8984610e+01
