1395148263.338868	1.2475090026855469	ci	0.0	v	20.125	20.120293439182184	i	0.031	0.3701513846753177	p	0.628	7.447554476586996	
1395148264.593399	2.502079963684082	ci	0.0	v	20.125	20.120293439182184	i	0.056	0.3701513846753177	p	1.132	7.447554476586996	
1395148265.84352	3.7523670196533203	ci	0.0	v	20.125	20.119653889408493	i	0.075	0.3701513846753177	p	1.509	7.447317746352695	
1395148267.090785	4.999444961547852	ci	0.0	v	20.125	20.120293439182184	i	0.068	0.3701513846753177	p	1.383	7.447554476586996	
1395148268.338466	6.247103929519653	ci	0.0	v	20.125	20.120293439182184	i	0.062	0.3701513846753177	p	1.257	7.447554476586996	
1395148269.588233	7.496869087219238	ci	0.0	v	20.125	20.12477028759803	i	0.062	0.37581691617850543	p	1.257	7.563229108285905	
1395148270.843961	8.752897024154663	ci	0.0	v	20.132	20.12477028759803	i	0.081	0.3701513846753177	p	1.006	7.449211588227103	
1395148272.094345	10.00297999382019	ci	0.0	v	20.132	20.125409837371723	i	0.068	0.3701513846753177	p	1.383	7.449448318461404	
1395148273.549924	11.458563089370728	ci	1.0	v	20.096	20.099827846424034	i	0.968	1.0046909130323354	p	19.471	20.194114390816523	
1395148274.799201	12.70784592628479	ci	1.0	v	20.1	20.099827846424034	i	0.981	1.0046909130323354	p	19.723	20.194114390816523	
1395148276.051428	13.960066080093384	ci	1.0	v	20.1	20.096630097555572	i	0.975	1.0046909130323354	p	19.595	20.19090164158622	
1395148277.302084	15.210930109024048	ci	1.0	v	20.1	20.099827846424034	i	0.975	1.0046909130323354	p	19.597	20.194114390816523	
1395148278.552134	16.46077299118042	ci	1.0	v	20.1	20.099827846424034	i	0.975	1.0046909130323354	p	19.597	20.194114390816523	
1395148279.805364	17.714006900787354	ci	1.0	v	20.1	20.09854874687665	i	0.981	1.0046909130323354	p	19.723	20.1928292911244	
1395148281.053539	18.9621798992157	ci	1.0	v	20.1	20.09854874687665	i	0.975	1.0046909130323354	p	19.597	20.194114390816523	
1395148282.302447	20.21108603477478	ci	1.0	v	20.1	20.099827846424034	i	0.975	1.0046909130323354	p	19.597	20.194114390816523	
1395148283.753988	21.662707090377808	ci	2.0	v	20.062	20.076164504797422	i	1.9	2.018821052102927	p	38.118	40.53018354776657	
1395148284.997839	22.90668511390686	ci	2.0	v	20.064	20.076164504797422	i	1.9	2.018821052102927	p	38.127	40.53018354776657	
1395148286.253273	24.161911010742188	ci	2.0	v	20.071	20.0780831541185	i	1.9	2.018821052102927	p	38.136	40.53405695740756	
1395148287.502505	25.411147117614746	ci	2.0	v	20.064	20.076804054571113	i	1.9	2.018821052102927	p	38.121	40.531474684313565	
1395148288.754694	26.66333508491516	ci	2.0	v	20.062	20.076804054571113	i	1.9	2.018821052102927	p	38.118	40.531474684313565	
1395148290.005781	27.914422035217285	ci	2.0	v	20.065	20.076804054571113	i	1.9	2.018821052102927	p	38.124	40.531474684313565	
1395148291.256675	29.165316104888916	ci	2.0	v	20.067	20.076804054571113	i	1.9	2.018821052102927	p	38.142	40.53663923050155	
1395148292.506659	30.41533589363098	ci	2.0	v	20.075	20.07936225366588	i	1.9	2.018821052102927	p	38.142	40.53663923050155	
1395148293.962784	31.871455907821655	ci	3.0	v	20.037	20.053780262718195	i	3.0	3.021620128167142	p	60.112	60.59490608767026	
1395148295.207907	33.116544008255005	ci	3.0	v	20.037	20.053780262718195	i	3.0	3.021620128167142	p	60.112	60.59490608767026	
1395148296.466691	34.37537693977356	ci	3.0	v	20.035	20.053780262718195	i	3.0	3.021620128167142	p	60.107	60.59490608767026	
1395148297.711623	35.620261907577515	ci	3.0	v	20.035	20.0531407129445	i	3.0	3.021620128167142	p	60.105	60.5929736112011	
1395148298.958959	36.86759805679321	ci	3.0	v	20.037	20.0531407129445	i	3.0	3.021620128167142	p	60.112	60.5929736112011	
1395148300.213013	38.12165093421936	ci	3.0	v	20.036	20.0531407129445	i	3.0	3.021620128167142	p	60.11	60.5929736112011	
