1395233757.002762	1.2417380809783936	ci	0.0	v	15.475	16.43428477607211	i	0.046	0	p	0.725	0.0	e	0.9592847760721117	-0.046
1395233758.463038	2.702012062072754	ci	0.0	v	15.475	16.43428477607211	i	0.04	0	p	0.58	0.0	e	0.9592847760721117	-0.037
1395233759.936569	4.175541877746582	ci	0.0	v	15.475	16.43428477607211	i	0.043	0	p	0.677	0.0	e	0.9592847760721117	-0.04
1395233761.396183	5.635158061981201	ci	0.0	v	15.475	16.43428477607211	i	0.021	0	p	0.338	0.0	e	0.9592847760721117	-0.021
1395233763.050941	7.289913892745972	ci	1.0	v	15.437	16.43428477607211	i	0.953	0	p	14.713	0.0	e	0.997284776072112	-0.95
1395233764.734398	8.973403930664062	ci	2.0	v	15.396	16.43428477607211	i	1.95	0	p	30.023	0.0	e	1.0462847760721115	-1.95
1395233766.400722	10.639694929122925	ci	4.0	v	15.3	16.43428477607211	i	3.95	0	p	60.435	0.0	e	1.1342847760721106	-3.95
1395233768.068577	12.307548999786377	ci	6.0	v	15.207	16.43428477607211	i	5.95	0	p	90.44	0.0	e	1.234284776072112	-5.95
1395233769.721833	13.960808038711548	ci	7.0	v	15.142	16.43428477607211	i	6.95	0	p	105.243	0.0	e	1.292284776072112	-6.95
1395233771.392642	15.631613969802856	ci	9.0	v	15.036	16.43428477607211	i	8.95	0	p	134.578	0.0	e	1.3982847760721118	-8.95
1395233773.059667	17.298633098602295	ci	11.0	v	14.928	16.43428477607211	i	10.95	0	p	163.462	0.0	e	1.5062847760721105	-10.95
1395233774.73619	18.97514510154724	ci	12.0	v	14.867	16.43428477607211	i	11.95	0	p	177.672	0.0	e	1.5722847760721113	-11.95
1395233776.391131	20.630104064941406	ci	14.0	v	14.764	16.43428477607211	i	13.95	0	p	205.806	0.0	e	1.6812847760721112	-13.95
1395233778.062871	22.30184292793274	ci	16.0	v	14.65	16.43428477607211	i	15.956	0	p	233.609	0.0	e	1.7942847760721108	-15.956
1395233779.727591	23.966563940048218	ci	17.0	v	14.575	16.43428477607211	i	16.95	0	p	247.046	0.0	e	1.859284776072112	-16.95
1395233781.382841	25.62180995941162	ci	19.0	v	14.463	16.43428477607211	i	18.95	0	p	274.079	0.0	e	1.9712847760721122	-18.95
1395233783.05985	27.298820972442627	ci	21.0	v	14.356	16.43428477607211	i	20.95	0	p	300.763	0.0	e	2.0782847760721115	-20.953
1395233784.720056	28.959028005599976	ci	22.0	v	14.277	16.43428477607211	i	21.95	0	p	313.387	0.0	e	2.159284776072111	-21.95
1395233786.38752	30.626489877700806	ci	24.0	v	14.175	16.43428477607211	i	23.959	0	p	339.425	0.0	e	2.2702847760721117	-23.962
1395233788.087328	32.326294898986816	ci	26.0	v	14.064	16.43428477607211	i	25.975	0	p	365.05	0.0	e	2.3812847760721105	-25.975
1395233789.741802	33.98077392578125	ci	27.0	v	13.985	16.43428477607211	i	26.962	0	p	377.095	0.0	e	2.449284776072112	-26.962
1395233791.420984	35.659960985183716	ci	29.0	v	13.875	16.43428477607211	i	28.968	0	p	401.941	0.0	e	2.5592847760721114	-28.962
1395233792.896873	37.13583707809448	ci	29.0	v	13.85	16.43428477607211	i	28.962	0	p	401.13	0.0	e	2.5842847760721117	-28.962
